               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.048343,            0.031884,              0.0273,             0.66036,             0.52722,             0.57536,             0.31009,            0.047106,            0.018343,             0.01832,           0.0067555,           0.0067555,           0.0067555
                  84,            0.048162,            0.031422,             0.02692,             0.70709,             0.50578,             0.57567,             0.30973,            0.047067,            0.018339,            0.018281,           0.0066874,           0.0066874,           0.0066874
                  85,            0.048284,            0.031673,            0.026554,             0.66303,             0.52641,             0.57445,              0.3094,             0.04702,            0.018331,            0.018234,           0.0066191,           0.0066191,           0.0066191
                  86,            0.048271,            0.031898,            0.026658,             0.64131,             0.53775,             0.57531,             0.31026,            0.046962,            0.018302,             0.01818,           0.0065505,           0.0065505,           0.0065505
                  87,            0.048222,            0.031826,            0.026313,             0.66996,             0.52392,             0.57526,             0.31154,            0.046929,            0.018291,            0.018086,           0.0064816,           0.0064816,           0.0064816
                  88,            0.048171,            0.031989,            0.026011,             0.66329,             0.53278,               0.577,             0.31081,            0.046866,            0.018304,            0.018023,           0.0064125,           0.0064125,           0.0064125
                  89,            0.048013,            0.031633,            0.026131,             0.66212,             0.53537,             0.57983,             0.31296,            0.046803,            0.018293,            0.017983,           0.0063432,           0.0063432,           0.0063432
                  90,            0.047929,            0.031708,            0.026115,             0.63945,             0.54678,             0.58023,             0.31402,            0.046739,            0.018265,            0.017959,           0.0062737,           0.0062737,           0.0062737
                  91,            0.048028,            0.031534,            0.026283,             0.66355,             0.53469,             0.58257,             0.31447,            0.046704,            0.018249,            0.017949,            0.006204,            0.006204,            0.006204
                  92,            0.047932,            0.031631,             0.02607,             0.63212,             0.55651,              0.5825,             0.31588,             0.04667,            0.018232,            0.017919,           0.0061341,           0.0061341,           0.0061341
                  93,            0.047548,            0.031625,            0.025776,             0.65678,             0.54224,             0.58293,             0.31615,            0.046653,             0.01822,            0.017871,            0.006064,            0.006064,            0.006064
                  94,            0.047667,            0.031672,            0.025719,             0.65671,             0.54706,             0.58418,             0.31703,            0.046635,             0.01822,            0.017802,           0.0059938,           0.0059938,           0.0059938
                  95,            0.047412,            0.031505,            0.025435,             0.66291,              0.5453,             0.58618,             0.31832,            0.046592,            0.018192,            0.017753,           0.0059235,           0.0059235,           0.0059235
                  96,            0.047274,            0.031548,            0.025114,             0.67597,             0.53314,             0.58576,             0.31773,            0.046556,            0.018187,            0.017716,           0.0058531,           0.0058531,           0.0058531
                  97,            0.047427,            0.031561,            0.025285,             0.68423,             0.53071,             0.58697,             0.31939,            0.046492,            0.018159,            0.017656,           0.0057826,           0.0057826,           0.0057826
                  98,            0.047228,            0.031435,            0.025434,             0.70121,             0.52564,             0.58791,             0.32064,            0.046446,            0.018149,            0.017624,            0.005712,            0.005712,            0.005712
                  99,            0.046915,            0.031112,            0.024873,             0.70449,             0.52189,             0.59056,             0.32238,            0.046414,            0.018127,            0.017538,           0.0056413,           0.0056413,           0.0056413
                 100,            0.047162,            0.031437,            0.025161,             0.69465,             0.52716,             0.59212,             0.32436,            0.046377,            0.018108,             0.01751,           0.0055707,           0.0055707,           0.0055707
                 101,            0.046977,            0.031085,            0.025051,             0.69183,             0.53063,             0.59265,              0.3248,            0.046339,            0.018099,            0.017465,              0.0055,              0.0055,              0.0055
                 102,            0.047275,            0.031403,            0.025243,              0.6878,             0.53386,              0.5934,             0.32566,            0.046286,            0.018085,              0.0174,           0.0054293,           0.0054293,           0.0054293
                 103,            0.046968,            0.031391,            0.024598,              0.6778,             0.54186,              0.5957,             0.32684,            0.046245,            0.018077,             0.01736,           0.0053587,           0.0053587,           0.0053587
                 104,            0.046951,            0.031473,            0.024775,              0.6835,              0.5397,             0.59579,             0.32756,            0.046209,             0.01807,             0.01736,            0.005288,            0.005288,            0.005288
                 105,             0.04711,            0.031319,            0.024785,             0.69941,              0.5323,             0.59682,             0.32836,            0.046172,            0.018063,            0.017323,           0.0052174,           0.0052174,           0.0052174
                 106,            0.046957,            0.031143,            0.024157,             0.66733,             0.55004,             0.59742,             0.32842,            0.046144,            0.018066,            0.017294,           0.0051469,           0.0051469,           0.0051469
                 107,            0.046814,            0.031066,            0.024164,             0.66712,             0.54973,             0.59783,             0.32786,            0.046116,            0.018065,            0.017279,           0.0050765,           0.0050765,           0.0050765
                 108,            0.046646,            0.031086,            0.023951,             0.65749,               0.559,             0.59902,             0.32852,            0.046089,            0.018058,            0.017243,           0.0050062,           0.0050062,           0.0050062
                 109,            0.046814,            0.031234,             0.02384,             0.66204,             0.55616,             0.59923,             0.32923,            0.046072,            0.018052,            0.017228,            0.004936,            0.004936,            0.004936
                 110,            0.046393,            0.031098,            0.023644,             0.67262,             0.55089,             0.59976,              0.3296,            0.046049,            0.018043,            0.017218,           0.0048659,           0.0048659,           0.0048659
                 111,             0.04654,            0.031196,            0.023896,             0.66318,             0.55992,             0.59996,             0.33026,            0.046027,            0.018043,            0.017205,            0.004796,            0.004796,            0.004796
                 112,            0.046552,            0.031149,            0.023864,             0.66095,             0.56167,             0.60051,             0.33038,            0.046003,             0.01804,              0.0172,           0.0047263,           0.0047263,           0.0047263
                 113,            0.046415,            0.031436,            0.023752,             0.68863,             0.54626,             0.60161,             0.33109,            0.045983,            0.018041,            0.017198,           0.0046568,           0.0046568,           0.0046568
                 114,            0.046745,            0.031256,            0.023644,             0.66784,             0.56174,             0.60286,             0.33152,             0.04595,            0.018038,            0.017187,           0.0045875,           0.0045875,           0.0045875
                 115,            0.046008,            0.030948,            0.023357,             0.65625,             0.56992,             0.60343,             0.33217,            0.045926,            0.018035,            0.017186,           0.0045184,           0.0045184,           0.0045184
                 116,            0.046367,            0.030736,            0.023211,             0.66372,             0.56772,             0.60387,             0.33265,            0.045894,            0.018033,            0.017168,           0.0044495,           0.0044495,           0.0044495
                 117,            0.046161,            0.030914,            0.023739,             0.66735,             0.56484,             0.60393,             0.33273,             0.04587,            0.018027,            0.017154,           0.0043809,           0.0043809,           0.0043809
                 118,            0.046067,            0.030833,            0.022968,              0.6603,             0.56911,             0.60363,             0.33288,            0.045849,            0.018026,            0.017145,           0.0043126,           0.0043126,           0.0043126
                 119,            0.046102,             0.03086,            0.022959,             0.66232,             0.56828,             0.60401,             0.33332,            0.045828,            0.018022,            0.017134,           0.0042445,           0.0042445,           0.0042445
                 120,             0.04584,            0.030948,            0.023136,             0.67393,             0.56115,             0.60428,             0.33386,            0.045813,            0.018016,            0.017125,           0.0041768,           0.0041768,           0.0041768
                 121,            0.046117,            0.031103,            0.022616,             0.67082,             0.56392,             0.60463,             0.33434,            0.045792,            0.018011,             0.01711,           0.0041094,           0.0041094,           0.0041094
                 122,            0.045908,            0.031117,            0.022809,             0.66527,              0.5686,             0.60512,             0.33465,            0.045771,            0.018004,              0.0171,           0.0040424,           0.0040424,           0.0040424
                 123,            0.045818,            0.030539,            0.022609,             0.66388,             0.56889,             0.60493,             0.33505,            0.045754,            0.017999,            0.017083,           0.0039757,           0.0039757,           0.0039757
                 124,             0.04552,            0.030897,            0.022314,             0.66492,             0.56796,             0.60508,             0.33524,            0.045736,            0.017994,            0.017067,           0.0039094,           0.0039094,           0.0039094
                 125,            0.045579,            0.030521,            0.022335,             0.66576,             0.56793,             0.60596,             0.33575,            0.045718,            0.017989,            0.017049,           0.0038434,           0.0038434,           0.0038434
                 126,            0.045332,             0.03103,            0.022177,             0.67565,             0.56223,              0.6064,             0.33646,            0.045697,            0.017981,            0.017025,           0.0037779,           0.0037779,           0.0037779
                 127,            0.045437,            0.030691,            0.022485,             0.70388,              0.5457,             0.60622,             0.33664,            0.045682,            0.017975,            0.017001,           0.0037128,           0.0037128,           0.0037128
                 128,            0.045524,            0.030761,             0.02211,             0.69751,             0.54926,             0.60693,             0.33696,            0.045665,             0.01797,            0.016983,           0.0036482,           0.0036482,           0.0036482
                 129,            0.045256,            0.030616,            0.022045,             0.69962,              0.5484,             0.60707,              0.3374,            0.045651,            0.017966,            0.016966,            0.003584,            0.003584,            0.003584
                 130,            0.045287,            0.030274,            0.022051,             0.70179,             0.54702,              0.6076,             0.33777,            0.045635,            0.017961,            0.016949,           0.0035203,           0.0035203,           0.0035203
                 131,            0.045407,            0.030481,            0.022219,             0.70227,             0.54728,             0.60795,             0.33836,            0.045621,            0.017957,            0.016929,            0.003457,            0.003457,            0.003457
                 132,            0.045151,            0.030799,            0.021616,             0.66272,             0.57311,             0.60864,             0.33854,            0.045603,            0.017954,            0.016909,           0.0033943,           0.0033943,           0.0033943
                 133,            0.045193,            0.030366,              0.0216,             0.66721,             0.56911,             0.60842,             0.33895,            0.045589,             0.01795,            0.016889,           0.0033321,           0.0033321,           0.0033321
                 134,            0.045291,            0.030695,            0.021301,             0.71121,             0.54225,             0.60841,             0.33904,            0.045575,            0.017947,            0.016875,           0.0032704,           0.0032704,           0.0032704
                 135,            0.044885,            0.030474,            0.021627,             0.71019,             0.54266,             0.60877,             0.33953,             0.04556,            0.017943,             0.01686,           0.0032093,           0.0032093,           0.0032093
                 136,            0.044951,            0.030487,            0.021753,             0.71579,                0.54,             0.60907,              0.3395,            0.045543,            0.017939,            0.016848,           0.0031488,           0.0031488,           0.0031488
                 137,             0.04516,            0.030546,            0.021387,             0.71443,               0.541,             0.60919,             0.33989,            0.045529,            0.017935,            0.016831,           0.0030888,           0.0030888,           0.0030888
                 138,            0.044837,            0.030133,            0.021402,             0.71315,             0.54136,             0.60918,             0.33989,            0.045518,             0.01793,            0.016815,           0.0030294,           0.0030294,           0.0030294
                 139,            0.044857,            0.030228,            0.021265,             0.71657,             0.54076,             0.60959,             0.34004,            0.045509,            0.017927,            0.016803,           0.0029706,           0.0029706,           0.0029706
                 140,            0.044823,            0.030534,            0.020922,             0.71653,             0.54163,             0.61015,             0.34041,            0.045501,            0.017922,             0.01679,           0.0029125,           0.0029125,           0.0029125
                 141,            0.044836,            0.030584,            0.020837,             0.71786,             0.54079,             0.61053,             0.34061,            0.045491,             0.01792,            0.016787,            0.002855,            0.002855,            0.002855
                 142,            0.044657,            0.030438,            0.020741,             0.72209,             0.53852,             0.61067,             0.34106,             0.04548,            0.017918,            0.016783,           0.0027981,           0.0027981,           0.0027981
                 143,            0.044435,            0.029992,            0.021031,             0.72428,             0.53673,             0.61071,             0.34147,            0.045468,            0.017916,            0.016773,           0.0027419,           0.0027419,           0.0027419
                 144,            0.044479,            0.029868,            0.020776,             0.67857,             0.56401,              0.6112,             0.34154,            0.045459,            0.017912,            0.016766,           0.0026864,           0.0026864,           0.0026864
                 145,            0.044583,            0.030167,            0.020524,             0.68316,             0.56223,              0.6116,             0.34189,             0.04545,            0.017909,            0.016758,           0.0026316,           0.0026316,           0.0026316
